index,published,topic,term,domain,language,valid,de,title,description,en,la,url,image,archive,content,quote,added,feed,country,ipcc,continent
a325b5c5c7427d373972bbe8f420eec8,2026-08-01T12:42:00Z,Snow Avalanche,χιονοστιβάδα,www.protothema.gr,el,0.9,Der legendäre Bergsteiger Nirmal Purja ist in Pakistan bei einer Lawine ums Leben gekommen. Tot und die restlichen neun Mitglieder der Mission | Pakistan | Kletterer | Tot | Tod | Welt,Νεκρός σε χιονοστιβάδα στο Πακιστάν ο θρυλικός ορειβάτης Νίρμαλ Πούρτζα,Νεκρά και τα υπόλοιπα εννέα μέλη της αποστολής | Πακιστάν | Ορειβάτης | Νεκρός | Θάνατος | Κόσμος,Legendary mountaineer Nirmal Purja died in an avalanche in Pakistan. Dead and the remaining nine members of the mission | Pakistan | Climber | Dead | Death | World,Legendarius montanus Nirmal Purja mortuus est in NIVIS in Pakistan. Mortuus et reliqui novem membra missionis | Pakistan | Climber | Mortuus | Mors | Mundus,https://www.protothema.gr/world/article/1859150/nekros-se-hionostivada-sto-pakistan-o-thrulikos-oreivatis-nirmal-pourtza/,https://www.protothema.gr/images/640x360share/jpg/files/2026-08-01/maketa-nirmal-purja.jpg,,", 2019 14 , Broad Peak . , .Elite Expeditions, , , « ». .
: , . .
 (Gurkhas Special Boat Service), . 2019 «Project Possible», 14 8.000 , .""Netflix 14 Peaks: Nothing Is Impossible"", , .
Broad Peak,… [+5 chars]",,2026-08-05 03:50:44+00:00,random,,,
c3b2507a92739030d2035383be76fc68,2026-08-01T13:27:29Z,Snow Avalanche,χιονοστιβάδα,www.skai.gr,el,0.9,"Der legendäre Bergsteiger Nirmal Poorja ist in Pakistan bei einer Lawine ums Leben gekommen. Der nepalesische Bergsteiger, der für seinen historischen Rekord von 14 Gipfeln über 8.000 Metern bekannt ist, gehört zu den zehn Opfern der Broad Peak-Tragödie","Νεκρός σε χιονοστιβάδα στο Πακιστάν ο θρυλικός ορειβάτης, Νιρμάλ Πούρτζα","Ο Νεπαλέζος ορειβάτης, γνωστός για το ιστορικό του ρεκόρ στις 14 κορυφές άνω των 8.000 μέτρων, συγκαταλέγεται στα δέκα θύματα της τραγωδίας στο Broad Peak","Legendary mountaineer Nirmal Poorja died in an avalanche in Pakistan. The Nepalese mountaineer, known for his historic record of 14 peaks above 8,000 meters, is among the ten victims of the Broad Peak tragedy","Legendarius montanus Nirmal Poorja mortuus est in monte cadentis in Pakistan. Mons Nepalesus, notus monumento historico 14 cacuminum supra 8000 metrorum, est inter decem victimas Tragoediae latae Pecco.",https://www.skai.gr/news/world/nekros-se-xionostivada-sto-pakistan-o-thrylikos-oreivatis-nirmal-pourtza,https://cdn.skai.gr/sites/default/files/styles/article_16_9/public/2026-08/oreivatis_ap.jpg?itok=2uTQ0w3j,,", , Broad Peak , .
 Elite Expeditions « » . , .
 2019, 14 189 , .
, : , .
 , , « , , , ».
« , », .
 Broad Peak, 12 , 8.047 , .
 , «Nims». 2019, 14 8.000 . Netflix «14 Peaks: Nothing Is Impossi… [+214 chars]",,2026-08-05 03:50:44+00:00,random,,,
2d268e396b077a0728ad827ec111497b,2026-08-02T11:06:12Z,Drought,ξηρασία,www.newsit.gr,el,0.9,"Europas Flüsse trocknen aus und verursachen wirtschaftliche Probleme. Anhaltende Dürre und extreme Temperaturen in Europa führen dazu, dass die größten Flüsse des Kontinents auf historisch niedrige Niveaus sinken und schwere Turbulenzen in ... verursachen. 
Der Artikel Europas Flüsse trocknen aus und verursachen wirtschaftliche Probleme...",Τα ποτάμια της Ευρώπης στερεύουν και προκαλούν οικονομικό πονοκέφαλο,"Η παρατεταμένη ξηρασία και οι ακραίες θερμοκρασίες που πλήττουν την Ευρώπη οδηγούν τα μεγαλύτερα ποτάμια της ηπείρου σε ιστορικά χαμηλά επίπεδα, προκαλώντας σοβαρές αναταράξεις στις ... 
To άρθρο Τα ποτάμια της Ευρώπης στερεύουν και προκαλούν οικονομικό πονοκ…","Europe's rivers are drying up and causing an economic headache. Prolonged drought and extreme temperatures affecting Europe are driving the continent's largest rivers to historically low levels, causing severe turbulence in ... 
The article Europe's rivers are drying up and causing economic pain...","Flumina Europae siccant et capitis oeconomicos efficiunt. Longae siccitatis et extremae temperaturae quae Europam afficiunt maximas continentis flumina ad gradus historice humiliores adigunt, gravem turbulentiam faciunt in ... 
Articuli flumina Europae siccant et dolorem oeconomicum faciunt...",https://www.newsit.gr/oikonomia/diethni/ta-potamia-tis-eyropis-stereyoun-kai-prokaloun-oikonomiko-ponokefalo/4742539/,https://www.newsit.gr/wp-content/uploads/2026/08/2026-08-01t204009z-1384664315-rc2tpmacjdky-rtrmadp-3-europe-weather-germany-1200x630.jpg,,", , , .
 , .
, , Bloomberg. , , , 2018. 
 , , 20% , .
 . , BASF, Covestro Evonik, , Thyssenkrupp . 0,2 .
, . , . 
 , Paks, 44 , . 100 200 . (315 630 . ), .
 . Verbund 370 . , EDF 10%, . , 10%,… [+24 chars]",,2026-08-05 11:07:43+00:00,random,,,
f0802047b4091aa798a70b43975c6b47,2026-08-03T08:59:42Z,Drought,ξηρασία,www.skai.gr,el,0.9,"Donau: Historische Dürre legt Mitteleuropa lahm – Atomkraftwerk Paks außer Betrieb, Probleme in Rumänien, Serbien und der Schifffahrt. Der sinkende Pegel der Donau verursacht in vielen europäischen Ländern Probleme für Elektrizität, Verkehr, landwirtschaftliche Produktion und Tourismus","Δούναβης: Η ιστορική ξηρασία παραλύει την Κεντρική Ευρώπη – Εκτός λειτουργίας ο πυρηνικός σταθμός Paks, προβλήματα σε Ρουμανία, Σερβία και ναυσιπλοΐα","Η  πτώση της στάθμης του Δούναβη προκαλεί προβλήματα στην ηλεκτρική ενέργεια, τις μεταφορές, την αγροτική παραγωγή και τον τουρισμό σε πολλές ευρωπαϊκές χώρες","Danube: Historic drought paralyzes Central Europe – Paks nuclear power plant out of service, problems in Romania, Serbia and navigation. The falling level of the Danube is causing problems for electricity, transport, agricultural production and tourism in many European countries","Danubius: Historica siccitas torpescit Central Europa – Paks potentia nuclearis plantae ex ministerio, quaestionibus in Romania, Serbia et navigatione. Lapsus Danubius problemata electricitatis, transportationis, agriculturae et voluptuaria similesve in multis regionibus Europaeis causat",https://www.skai.gr/news/world/dounavisektos-leitourgias-o-pyrinikos-stathmos-paks-provlimata-se-roumania-servia-kai-nays,https://cdn.skai.gr/sites/default/files/styles/article_16_9/public/skaivideo/2026-07/dunabe.jpg?itok=E1R1V1Ia,,", , .
 , , , .
«» Paks
 , , , Paks, , .
 44 , , .
 , , 300 , .
.
 , , .
 , . , .
 1996, 1.700 , 4.700 .
, .
 , 
 .
, , .
, , .
 , , , .
 .Skai.gr Google News .
© 2026 skai.gr - All R… [+13 chars]",,2026-08-05 11:07:43+00:00,random,,,
ec30365697f343d279dc2d07d0d7a474,2026-08-03T12:17:02Z,Drought,ξηρασία,www.protothema.gr,el,0.9,"KI-Rechenzentrum wird beschuldigt, 260 Milliarden Gallonen pro Jahr zu verbrauchen, verspricht aber, überhaupt kein Wasser zu verbrauchen. In einer von Dürre heimgesuchten Region soll ein riesiges Rechenzentrum für künstliche Intelligenz 260 Millionen Gallonen Wasser verbrauchen, obwohl es versprach, kein Wasser zur Kühlung zu verwenden | Das Beste aus dem Netzwerk","Κέντρο δεδομένων τεχνητής νοημοσύνης κατηγορείται για χρήση 260 δισ. γαλονιών ετησίως, ενώ υποσχέθηκε ότι δεν θα χρησιμοποιεί καθόλου νερό","Σε μια περιοχή που χαρακτηρίζεται από ξηρασία ένα γιγαντιαίο κέντρο δεδομένων τεχνητής νοημοσύνης πρόκειται να χρησιμοποιήσει 260 εκατομμυρίων γαλονιών νερού, την ώρα που είχε υποσχεθεί πως δεν θα χρησιμοποιεί καθόλου νερό για ψύξη | Best of network","AI data center accused of using 260 billion gallons a year, while promising to use no water at all. In a drought-stricken region, a giant artificial intelligence data center is set to use 260 million gallons of water, when it promised to use no water for cooling | Best of network","AI Mauris interdum accusatus est usura 260 miliarda ternas in anno, cum promittens nullam aquam omnino se uti. In regione siccitate, gigas intelligentiae artificialis centri datae ponitur uti CCLX decies lagenas aquae, quando non promisit uti aqua ad refrigerandum | Optimus retis",https://www.protothema.gr/best-of-network/article/1859922/kedro-dedomenon-tehnitis-noimosunis-katigoreitai-gia-hrisi-260-dis-galonion/,https://www.protothema.gr/images/640x360share/jpg/files/2026-06-25/ai-texniti-noimosyni.jpg,,"To view this video please enable JavaScript, and consider upgrading to a
 web browser that supports HTML5 video",,2026-08-05 11:07:43+00:00,random,,,
eacfa9e4a0ecc95cec00251fb8ac7718,2026-08-03T18:39:04Z,Heat Wave,κύμα καύσωνα,www.newsit.gr,el,0.9,"Alarm in Europa wegen Dürre, Donau und Rhein auf historischen Tiefstständen. Anhaltende Dürre und aufeinanderfolgende Hitzewellen in Europa führen zu einer beispiellosen Krise. Die größten Flüsse des Kontinents verzeichnen historisch niedrige Pegelstände. Die ... 
Der Artikel Alarm in Europa aufgrund der Dürre, Donau und Rhein in der Geschichte...","Συναγερμός στην Ευρώπη λόγω της ξηρασίας, Δούναβης και Ρήνος σε ιστορικά χαμηλά","Σε μία πρωτοφανή κρίση οδηγούν η παρατεταμένη ξηρασία και τα διαδοχικά κύματα καύσωνα στην Ευρώπη. Οι μεγαλύτεροι ποταμοί της ηπείρου καταγράφουν ιστορικά χαμηλές στάθμες. Ο ... 
To άρθρο Συναγερμός στην Ευρώπη λόγω της ξηρασίας, Δούναβης και Ρήνος σε ιστορικ…","Alert in Europe due to drought, Danube and Rhine at historic lows. Prolonged drought and successive heat waves in Europe are leading to an unprecedented crisis. The continent's largest rivers are recording historically low levels. The ... 
The article Alert in Europe due to the drought, Danube and Rhine in history...","In Europa ob siccitatem erecti, Danuvius et Rhenus apud historicos sequitur. Longa siccitas et aestus continuos in Europa ad discrimen inauditum ducunt. Maximae flumina continentis gradus historice ima memorant. In... 
Articulus erecti in Europa propter siccitatem, Danubium et Rhenum in historia...",https://www.newsit.gr/kosmos/synagermos-stin-eyropi-logo-tis-ksirasias-dounavis-kai-rinos-se-istorika-xamila/4743458/,https://www.newsit.gr/wp-content/uploads/2026/08/danub-xirasia-03082026-1200x630.jpg,,". . , , , , . , , . , , , 44 . , , 10% , . , , , . , . , 20% . , , ., , . 180 , , , ’ , . , , , . , . , 5 .W Rumunii wojsko wysadzio cz skay, aby zwikszy przepyw wody w Dunaju. Celem kontrolowanej ek… [+268 chars]",,2026-08-05 11:07:43+00:00,random,,,
ba87357c73d5b82c6f13ef395ed3d238,2026-08-05T08:41:00Z,Wildfire,πυρκαγιά,www.protothema.gr,el,0.7,"Trekking in der Asche: Drohnenvideo zeigt das Ausmaß der Zerstörung in Porto Germeno. Porto Germeno ist nach dem Brand nicht wiederzuerkennen, die grünen Hänge sind Asche – Autopsien an den verbrannten Häusern beginnen heute | Feuer in Porto Germeno | Feuer in West-Attika | Feuer | Feuer | Porto Germeno | Griechenland",Οδοιπορικό στις στάχτες: Βίντεο από drone αποκαλύπτει το μέγεθος της καταστροφής στο Πόρτο Γερμενό,"Αγνώριστο το Πόρτο Γερμενό μετά τη φωτιά, στάχτες οι καταπράσινες πλαγιές - Ξεκινούν σήμερα οι αυτοψίες στα καμένα σπίτια | Φωτιά στο Πόρτο Γερμενό | Φωτιά στη Δυτική Αττική | Πυρκαγιά | Φωτιά | Πόρτο Γερμενό | Ελλάδα","Trekking in the ashes: Drone video reveals the extent of the destruction in Porto Germeno. Porto Germeno is unrecognizable after the fire, the green slopes are ashes - Autopsies on the burnt houses begin today | Fire in Porto Germeno | Fire in Western Attica | Fire | Fire | Porto Germeno | Greece","Trekking in the ashes: Drone video destructionem in Porto Germeno patefacit. Porto Germeno post ignem cognoscitur, viridia clivi sunt cineres - Autopsies in domibus combustis hodie incipiunt | Fire in Porto Germeno | Ignis in Attica occidentali | ignis | ignis | Porto Germeno | Graecia",https://www.protothema.gr/greece/article/1860940/odoiporiko-stis-stahtes-video-apo-drone-apokaluptei-to-megethos-tis-katastrofis-sto-porto-germeno/,https://www.protothema.gr/images/640x360share/jpg/files/2026-08-05/porto_germeno_mk.jpg,,"To view this video please enable JavaScript, and consider upgrading to a
 web browser that supports HTML5 video",,2026-08-07 00:59:47+00:00,random,,,
a4096a88eb27096989934f1b01af9366,2026-08-05T10:32:00Z,Wildfire,πυρκαγιά,www.protothema.gr,el,0.7,"In Porto Germeno haben Autopsien begonnen: Sieben Ebenen verzeichnen Schäden an Häusern, nachdem das Feuer vorüber ist, Video. Anwesend ist der Minister für Klimakrise und Katastrophenschutz, Evangelos Tournas | Porto Germeno | Feuer | Feuer | Autopsien | Katastrophen | Griechenland","Ξεκίνησαν οι αυτοψίες στο Πόρτο Γερμενό: Επτά κλιμάκια καταγράφουν ζημιές σε σπίτια μετά το πέρασμα της φωτιάς, βίντεο","Παρών ο υπουργός Κλιματικής Κρίσης και Πολιτικής Προστασίας, Ευάγγελος Τουρνάς | Πόρτο Γερμενό | Φωτιά | Πυρκαγιά | Αυτοψίες | Καταστροφές | Ελλάδα","Autopsies have begun in Porto Germeno: Seven levels record damage to houses after the fire passed, video. Present is the Minister of Climate Crisis and Civil Protection, Evangelos Tournas | Porto Germeno | Fire | Fire | Autopsies | Disasters | Greece","Autopsiae in Porto Germeno coepta sunt: ​​septem gradus recordatio damnorum domuum postquam incendium transivit, video. Minister Climatis Crisis et Tutela Civilis Praesens est, Evangelos Tournas | Porto Germeno | ignis | ignis | Autopsies | Disasters | Graecia",https://www.protothema.gr/greece/article/1860983/xekinisan-oi-autopsies-sto-porto-germeno-epta-klimakia-katagrafoun-zimies-se-spitia-meta-to-perasma-tis-fotias-video/,https://www.protothema.gr/images/640x360share/jpg/files/2026-08-03/fwtia-porto-germeno__9_.jpg,,"To view this video please enable JavaScript, and consider upgrading to a
 web browser that supports HTML5 video",,2026-08-07 00:59:47+00:00,random,,,
8bae56d222f44c7128f05390ba3892f7,2026-08-05T13:03:41Z,Wildfire,πυρκαγιά,www.protothema.gr,el,0.7,"Der Moment, in dem das Feuer in Porto Germeno eindringt und alles niederbrennt. Die durch starke Winde angeheizten Flammen breiten sich mit großer Geschwindigkeit aus | Porto Germeno | Feuer | Feuer | Griechenland",Η στιγμή που η φωτιά εισβάλλει στο Πόρτο Γερμενό και κατακαίει τα πάντα,"Οι φλόγες, ενισχυμένες από τους ισχυρούς ανέμους, κινούνται με μεγάλη ταχύτητα | Πόρτο Γερμενό | Φωτιά | Πυρκαγιά | Ελλάδα","The moment when the fire invades Porto Germeno and burns everything. The flames, fueled by strong winds, are moving at great speed | Porto Germeno | Fire | Fire | Greece","Ignis in Porto Germeno momento invadit omniaque adurit. Flammae, a ventis validis excitatae, magna celeritate moventur | Porto Germeno | ignis | ignis | Graecia",https://www.protothema.gr/greece/article/1861046/i-stigmi-pou-i-fotia-eisvallei-sto-porto-germeno-kai-paradidei-ta-pada-stis-floges/,https://www.protothema.gr/images/640x360share/jpg/files/2026-08-05/porto-germano-fotia.jpg,,"To view this video please enable JavaScript, and consider upgrading to a
 web browser that supports HTML5 video",,2026-08-07 00:59:47+00:00,random,,,
e941a19c24efb006d531d40d33a8d369,2026-08-05T15:16:18Z,Wildfire,πυρκαγιά,dialogos.com.cy,el,0.7,"Grasbrand in Nikosia – Schäden an zwei Fahrzeugen, mögliche Ursache sind Zigarettenstummel, sagt die Feuerwehr. Ein Brand im trockenen Gras auf der Kyriakou Matsi Avenue in Nikosia mobilisierte am Mittwochnachmittag die Feuerwehr und verursachte Schäden an zwei Privatfahrzeugen, die sich in der Nähe des Unfallorts befanden. Die Brandursachen wurden untersucht, ohne…","Φωτιά σε χόρτα στη Λευκωσία – Ζημιές σε δύο οχήματα, πιθανό αίτιο αποτσίγαρο, λέει η Πυροσβεστική","Πυρκαγιά σε ξηρά χόρτα στη Λεωφόρο Κυριάκου Μάτση στη Λευκωσία κινητοποίησε την Πυροσβεστική Υπηρεσία το απόγευμα της Τετάρτης, με αποτέλεσμα να προκληθούν ζημιές σε δύο ιδιωτικά οχήματα που βρίσκονταν κοντά στο σημείο. Τα αίτια της φωτιάς διερευνήθηκαν, χωρί…","Grass fire in Nicosia - Damage to two vehicles, possible cause of cigarette butts, says the Fire Department. A fire in dry grass on Kyriakou Matsi Avenue in Nicosia mobilized the Fire Service on Wednesday afternoon, causing damage to two private vehicles that were near the scene. The causes of the fire were investigated, without…","Ignis herba in Nicosia - Damnum duobus vehiculis, causa cigarette cornuum potest, dicit Department Fire. Ignis in herba siccis in Kyriakou Matsi Avenue in Nicosia incendium Service die mercurii post meridiem convocavit, damnum duobus vehiculis privatis, qui prope scaenam erant. Causae ignis sine inquisitione ...",https://dialogos.com.cy/fotia-se-chorta-sti-leykosia-zimies-se-dyo-ochimata-pithano-aitio-apotsigaro-leei-i-pyrosvestiki/,https://dialogos.com.cy/wp-content/uploads/2024/12/b_pirosvestiki_21.jpg,,"© Dialogos Media Group - , , , / , , , , ( ) , , , , , .",,2026-08-07 00:59:47+00:00,random,,,
